Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2012-02-07		Run	Default	9.60	Kilometer	0:0:00													Icy	Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-02-08		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete															
2012-02-09		Run	Default	5.00	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-02-10		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-02-12	16:55	Run	Long	26.89	Kilometer	2:06:06.02	67.0	kg												Cramond via hawthornevale			ASICS	Gel-1160	11.00	UK										
2012-02-14		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-02-16		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-02-17		Run	Default	9.60	Kilometer	0:0:00	67.0	kg								Windy				Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-02-18	9:31	Run	Race	5.00	Kilometer	0:19:42	67.0	kg								Windy			Super windy, tough return, running alone 	Silverknowes ParkRun 5k									8	243						
2012-02-19	15:21	Run	Long	30.19	Kilometer	2:39:49.28	67.0	kg								Sunny,Windy			~700m ascent - corstorphine craiglockart blackford calton hill. Longer than intended, not much juice in legs for hills but still felt strong on flats by end. Letting go on downhills. 	4/7 hills			ASICS	Gel-1160	11.00	UK										
2012-02-21		Run	Easy	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-02-22		Run	Tempo	13.00	Kilometer	0:0:00													Decent run home with bag, lots of runners to pass.	Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home														
2012-02-23		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-02-24		Run	Easy	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-02-25	9:02	Run	Easy	2.55	Kilometer	0:12:13.36	67.0	kg												warmup etc.			ASICS	Gel-1160	11.00	UK										
2012-02-25	9:30	Run	Race	5.00	Kilometer	0:18:37	67.0	kg								Windy			Windy again ~15mph. Good sprint finish, gained two places near end, one of them on final straight. Start felt fast but seems I should push a bit more earlier, and do some speed work...	Silverknowes ParkRun 5k			ASICS	Gel-1160	11.00	UK			8	290						
2012-02-25	9:55	Run	Easy	7.78	Kilometer	0:38:24.09	67.0	kg												Cramond-home			ASICS	Gel-1160	11.00	UK										
2012-02-26	15:58	Run	Long	36.76	Kilometer	3:04:48.49	67.0	kg												Queensferry out+back			ASICS	Gel-1160	11.00	UK										
2012-02-28		Run	Easy	5.20	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete															
2012-02-28		Run	Interval	5.00	Kilometer	0:21:52														Treadmill	Treadmill															
2012-02-29	18:00	Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-03-02		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt															
2012-03-03	9:11	Run	Easy	1.62	Kilometer	0:7:31.13	67.0	kg												warmup etc.			ASICS	Gel-1160	11.00	UK										
2012-03-03	9:30	Run	Race	5.00	Kilometer	0:17:49	67.0	kg								Sunny			Slight fog and calm. Sore shoulder from 3k	Silverknowes ParkRun 5k									15	270						
2012-03-03	10:07	Run	Easy	8.21	Kilometer	0:40:34.12	67.0	kg								Sunny				Cramond-home			ASICS	Gel-1160	11.00	UK										
2012-03-04	18:37	Run	Long	25.37	Kilometer	1:50:44.62	67.0	kg								Sunny			1:30:32 HM split, not intended to be fast but felt good -> pushed a bit.																	
2012-03-05	6:42	Run	Easy	6.26	Kilometer	0:30:33.99	67.0	kg																												
2012-03-06	5:13	Run	Default	8.69	Kilometer	0:40:52.56	67.0	kg																												
2012-03-07		Run	Default	5.00	Kilometer	0:0:00													2k@4:00, burst higher	Treadmill	Treadmill															
2012-03-08	5:06	Run	Default	10.33	Kilometer	0:50:48.54	67.0	kg																												
2012-03-11	13:00	Run	Race	21.10	Kilometer	1:23:10	67.0	kg								Overcast			Hilly, bit of wind but not much. Warmer than I expected in singlet. Bit of pavements and camber.	Inverness Half Marathon			ASICS	Gel-1160	11.00	UK			63	1613						
2012-03-14		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-03-15		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-03-18	14:22	Run	Long	32.45	Kilometer	2:37:50.25	67.0	kg								Sunny	10	C	Slight westerly wind which I didn't notice until I turned around at half way. Plenty enough for the kitesurfing skateboarders at the power station. Lovely afternoon busy promenade.	Cockenzie & back																
2012-03-19		Run	Easy	5.10	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete															
2012-03-20	18:00	Run	Default	13.00	Kilometer	0:0:00										Overcast				Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	ASICS	Gel-1160	11.00	UK										
2012-03-21		Run	Default	9.60	Kilometer	0:0:00													Starting on tired legs but decent pace at times though not all the way. 	Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-03-22		Run	Default	6.50	Kilometer	0:0:00														Arthur's seat Lunchtime ascent	Asphalt,Concrete															
2012-03-24	17:33	Run	Default	14.72	Kilometer	1:08:18.36	66.0	kg								PartlyCloudy			Fog, running in long sleeves and still cold when getting back to the start.	hawthornevale path			ASICS	Gel-1160	11.00	UK										
2012-03-25	16:05	Run	Long	42.28	Kilometer	3:29:41.93	66.0	kg								Sunny			Longer than planned... Enjoying old route out of town by water of leith, continued out to Balerno to buy drink. Had to extend that little bit...				New Balance	880	11.00	UK										
2012-03-27		Run	Easy	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-03-28		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-03-29		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-03-31		Run	Default	12.34	Kilometer	0:0:00														Southampton testwood lake	Asphalt,Trail		ASICS	Gel-1160	11.00	UK										
2012-04-03		Run	Default	9.60	Kilometer	0:0:00										Windy,Snow			Windy, hail, snow, sun. Running at times on the flat like traversing a decent slope with the wind coming off the water.	Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-04-04		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-04-05		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-04-07	8:58	Run	Easy	2.16	Kilometer	0:10:11.43	66.0	kg												warmup etc.			ASICS	Gel-1160	11.00	UK										
2012-04-07	9:31	Run	Race	5.00	Kilometer	0:18:14	66.0	kg												Silverknowes ParkRun 5k			ASICS	Gel-1160	11.00	UK										
2012-04-07	10:06	Run	Default	7.92	Kilometer	0:38:01.09	66.0	kg												Cramond-home			ASICS	Gel-1160	11.00	UK										
2012-04-08	9:24	Run	Long	41.10	Kilometer	3:31:01.33	66.0	kg								Sunny,Rain,Windy			Good bit of ascent, planned as ~20mi, tired after about that and walking some towards the end.	Ochils dunning/gleneagles glens loop			New Balance	880	11.00	UK										
2012-04-10		Run	Easy	5.00	Kilometer	0:25:00													Hip sore but eased up, not painful after 5-10 minutes (but awkward).	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-04-10		Run	Easy	4.00	Kilometer	0:0:00										Rain			Wet, heavy bag. Easy pace.	Home via cyclepaths			ASICS	Gel-1160	11.00	UK										
2012-04-11		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-04-12		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-04-13		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-04-15	8:15	Run	Easy	2.25	Kilometer	0:10:45.34	67.0	kg												warmup etc.			New Balance	880	11.00	UK										
2012-04-15	9:00	Run	Race	21.11	Kilometer	1:24:53	67.0	kg												Edinburgh Rock & Roll Half Marathon			New Balance	880	11.00	UK			36	3748						
2012-04-17		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-04-22	14:24	Run	Long	21.12	Kilometer	1:43:56.19	67.0	kg												Cramond			New Balance	880	11.00	UK										
2012-05-01		Run	Tempo	5.00	Kilometer	0:23:00													3.5m >= MP, couple of 17km/h bursts	Treadmill	Treadmill		New Balance	880	11.00	UK										
2012-05-03		Run	Easy	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-05-06	9:19	Run	Race	41.40	Kilometer	3:20:03.01	67.0	kg											Returned in ambulance to finish, not sure yet what point i reached...<br>10k / 20k / half / 30k / 40k<br><tab>00:41:16<tab>65<tab>00:45:33<tab>54<tab>00:04:51<tab>63<tab>00:39:30<tab>48<tab>00:53:30  128<br><br>1st 10k: 4:08<br>2nd 10k: 4:34 <br>1st half overall: 1:30:38 / 4:18<br>3rd 10k: 44:21 / 4:27<br>4th 10k: 5:21 !																	
2012-05-09		Run	Default	5.30	Kilometer	0:0:00										Sunny			Not slow recovery jog, trying to not go too fast but feeling good.	Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-05-10		Run	Easy	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-05-12	9:16	Run	Easy	2.90	Kilometer	0:0:00	67.0	kg												warmup etc.			ASICS	Gel-1160	11.00	UK										
2012-05-12	9:29	Run	Race	5.00	Kilometer	0:18:48	67.0	kg								Sunny			Lovely weather only slight breeze against coming back, felt really good compared to expectations but obviously 1-week post marathon that's slower than it feels. Still good going.	Silverknowes ParkRun 5k			ASICS	Gel-1160	11.00	UK			9	221						
2012-05-14		Run	Default	7.60	Kilometer	0:0:00														Meadowbank-home via portobello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-05-15		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-05-16		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-05-16		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-05-17	18:13	Run	Default	8.50	Kilometer	0:46:12.54	67.0	kg												Work-Arthur's Seat summit-Home																
2012-05-18		Run	Default	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-05-21		Run	Default	3.50	Kilometer	0:0:00														Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-05-27	11:50	Run	Race	12.98	Kilometer	0:53:36.27	67.0	kg												Edinburgh marathon relay leg 3																
2012-05-28		Run	Default	3.50	Kilometer	0:0:00														Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-05-29		Run	Default	5.30	Kilometer	0:0:00	67.0	kg												Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-05-29		Spinning	Default	0.00	Kilometer	0:10:00	67.0	kg																												
2012-05-29		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-05-31		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-05-31		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-06-01		Run	Hill	6.00	Kilometer	0:0:00														Arthur's seat lunchtime summit	Asphalt,Treadmill,Trail		New Balance	880	11.00	UK										
2012-06-03		Run	Default	17.00	Kilometer	0:0:00	67.0	kg											Decent pace out, stretch, some strides & jog back.	Cramond			New Balance	880	11.00	UK										
2012-06-05		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-06-05		Spinning	Default	5.00	Kilometer	0:10:00	67.0	kg																												
2012-06-05	14:00	Run	Hill	11.00	Kilometer	0:0:00	67.0	kg											Over calton hill, down jacob's ladder, turn & via parliment to arthur's seat summit, down & around. <br>GPS off over calton hill. 	Work-Arthur's Seat summit-Home																
2012-06-06		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-06-07		Spinning	Default	5.00	Kilometer	0:10:00	68.0	kg																												
2012-06-07		Run	Default	11.40	Kilometer	0:0:00										Overcast			Calton hill after gym then flat run after, bit of easterly wind	Calton hill-Silverknowes-home	Asphalt,Treadmill		New Balance	880	11.00	UK										
2012-06-07		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-06-09	9:31	Run	Race	5.00	Kilometer	0:17:59	68.0	kg								Overcast				Silverknowes ParkRun 5k			New Balance	880	11.00	UK			7	275						
2012-06-09	9:55	Run	Default	7.27	Kilometer	0:35:12.07	67.0	kg												Cramond-home			New Balance	880	11.00	UK										
2012-06-10		Run	Long	23.05	Kilometer	0:0:00	68.0	kg											Missing arthur's seat, castle; avoiding golf course. Plenty of walking & wandering getting bearings.	Seven Hills recce	Asphalt,Treadmill		ASICS	Gel-1160	11.00	UK										
2012-06-11		Run	Easy	3.50	Kilometer	0:0:00														Meadowbank-home	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-06-12		Weights	0				68.0	kg																												
2012-06-12		Run	Easy	5.30	Kilometer	0:0:00	68.0	kg												Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-06-12		Stair machine	Default	0.00	Kilometer	0:5:00	68.0	kg											15, short bit at 20.																	
2012-06-14		Run	Easy	9.60	Kilometer	0:0:00	68.0	kg												Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-06-14		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-06-17	10:17	Run	Race	23.51	Kilometer	2:05:46.12	68.0	kg								Rain				Seven hills race			ASICS	Gel-1160	11.00	UK			27	153						
2012-06-19	6:09	Run	Default	6.01	Kilometer	0:28:36.17	68.0	kg															New Balance	880	11.00	UK										
2012-06-21	6:32	Run	Hill	5.12	Kilometer	0:46:44.15	68.0	kg											'Run' up towards Harder Kulm funicular - lots of walking up steep hills & stopping.				New Balance	880	11.00	UK										
2012-06-23	6:20	Run	Hill	11.70	Kilometer	1:13:11.60	68.0	kg															New Balance	880	11.00	UK										
2012-06-26		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-06-27		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-06-27		Stair machine	Default	0.00	Kilometer	0:10:00	68.0	kg											3m@10, 5m@15, 1m@25, 1m@10																	
2012-06-27		Run	Easy	5.30	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-06-28		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-06-30	8:34	Run	Long	8.01	Kilometer	0:38:40.77	68.0	kg											Long run split by parkrun	Cramond			New Balance	880	11.00	UK										
2012-06-30	9:31	Run	Race	5.00	Kilometer	0:18:32.86	68.0	kg												Silverknowes ParkRun 5k			New Balance	880	11.00	UK										
2012-06-30	9:53	Run	Long	7.38	Kilometer	0:37:11.09	68.0	kg											Long run split by parkrun	Cramond-home			New Balance	880	11.00	UK										
2012-07-01		Walk	Default	0.00	Kilometer	0:0:00	68.0	kg											900m ascent	Pentlands																
2012-07-05		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-07-08		Run	Race	10.00	Kilometer	0:42:25														Crieff 10k	Asphalt,Trail,Grass	Hilly.	New Balance	880	11.00	UK			17	229						
2012-07-09		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-09		Run	Easy	5.30	Kilometer	0:0:00													Legs feel tired from 10k yesterday.	Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-07-09		Run	Default	3.00	Kilometer	0:14:00													Around 12kph with some short strides @17-18.	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-10		Run	Default	9.60	Kilometer	0:0:00													Legs still tired from weekend.	Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-07-11		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-11		Run	Default	9.60	Kilometer	0:0:00	68.0	kg												Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-07-11		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-12		Run	Long	16.23	Kilometer	0:0:00														work-silverknowes-home	Asphalt	via paths, not going right up to cramond	ASICS	Gel-1160	11.00	UK										
2012-07-13		Run	Default	5.30	Kilometer	0:0:00	68.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-07-13		Run	Default	2.00	Kilometer	0:0:00														Treadmill	Treadmill															
2012-07-13		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-14		Walk	Default	15.00	Kilometer	0:0:00	68.0	kg											~1600m 	Mamores																
2012-07-16	12:00	Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-16	12:00	Run	Easy	2.00	Kilometer	0:10:00														Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-16	18:00	Run	Easy	9.60	Kilometer	0:0:00	68.0	kg												Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-07-17		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-07-18	17:30	Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-18	18:00	Run	Default	10.30	Kilometer	0:0:00	68.0	kg								Rain				meadows 2m outing before/after																
2012-07-18	19:00	Run	Race	2.00	Mile	0:11:01														Meadows race	Asphalt	Sri Chinmoy self-transcendence summer race series, Meadows 5km etc.							7	31						
2012-07-19		Run	Default	5.30	Kilometer	0:0:00	68.0	kg											Tried old light shoes, nice fast feeling but right calf felt worked	Work-home via wol	Asphalt,Concrete		New Balance	901	10.50	UK										
2012-07-20		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-20	12:10	Run	Easy	2.00	Kilometer	0:10:00														Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-21		Walk	Default	8.00	Kilometer	0:0:00	68.0	kg											~500m	Pentlands																
2012-07-22	16:00	Run	Long	26.50	Kilometer	2:20:00	68.0	kg												Water of leith			New Balance	880	11.00	UK										
2012-07-23	12:15	Run	Easy	2.00	Kilometer	0:11:00														Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-23	12:20	Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-23	19:00	Run	Easy	3.50	Kilometer	0:0:00														Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-07-24	18:20	Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		New Balance	880	11.00	UK										
2012-07-25		Weights	0	0.00	Meter	0:0:00	68.0	kg																												
2012-07-25		Run	Default	9.60	Kilometer	0:0:00	67.0	kg												Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-07-25		Run	Tempo	3.00	Kilometer	0:0:00													w/u@13.5, few @18, rest @15-15.5	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-26	18:20	Run	Long	19.00	Kilometer	0:0:00	66.0	kg								Overcast				Work-cramond-home	Asphalt		New Balance	880	11.00	UK										
2012-07-27		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-07-27		Run	Default	2.00	Kilometer	0:9:00	66.0	kg											13.5, 1m@19	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-07-28	9:00	Run	Easy	2.30	Kilometer	0:0:00	66.0	kg												warmup etc.			New Balance	880	11.00	UK										
2012-07-28	9:31	Run	Race	5.00	Kilometer	0:17:46	66.0	kg												Silverknowes ParkRun 5k			New Balance	901	10.50	UK			3	248						
2012-07-28	10:01	Run	Easy	7.26	Kilometer	0:36:16.84	66.0	kg												Cramond-home			New Balance	880	11.00	UK										
2012-07-30		Run	Tempo	2.00	Kilometer	0:8:15	67.0	kg											13.5, short bit @ 20, 15.5	Treadmill	Treadmill		New Balance	880	11.00	UK										
2012-07-30	12:00	Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-07-30	19:00	Run	Easy	3.50	Kilometer	0:0:00	66.0	kg												Meadowbank-home	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-07-31		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	45.50	Europe										
2012-08-01		Run	Race	4.80	Kilometer	0:23:01														North Berwick Law Race	Asphalt,Treadmill,Trail		New Balance	901	10.50	UK			12	210						
2012-08-01		Run	Easy	3.30	Kilometer	0:0:00													Home from waverley post-race	warmup etc.			New Balance	901	10.50	UK										
2012-08-02		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-08-02	18:20	Run	Long	24.19	Kilometer	0:0:00	67.0	kg												work-cramond brig-home	Asphalt,Concrete,Track		ASICS	Gel-1170	45.50	Europe										
2012-08-04		Run	Easy	7.20	Kilometer	0:0:00														Cramond-home			ASICS	Gel-1170	45.50	Europe										
2012-08-05	8:45	Run	Easy	4.50	Kilometer	0:0:00	67.0	kg												warmup etc.			ASICS	Gel-1160	11.00	UK										
2012-08-05	10:01	Run	Race	10.00	Kilometer	0:36:47	67.0	kg								Overcast,Rain				Scottish Gas 10k	Asphalt		ASICS	Gel-1160	11.00	UK			10	333						
2012-08-05	10:49	Run	Easy	4.08	Kilometer	0:20:38.87	67.0	kg												warmup etc.			ASICS	Gel-1160	11.00	UK										
2012-08-06		Run	Easy	3.50	Kilometer	0:0:00	66.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1170	45.50	Europe										
2012-08-06		Run	Easy	2.00	Kilometer	0:0:00	67.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	45.50	Europe										
2012-08-06		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-08-07	17:50	Run	Default	13.00	Kilometer	0:0:00										Sunny				Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	New Balance	880	11.00	UK										
2012-08-08		Run	Default	9.60	Kilometer	0:0:00	66.0	kg												Home via portabello	Asphalt		ASICS	Gel-1170	45.50	Europe										
2012-08-08		Run	Tempo	3.00	Kilometer	0:13:00													13.5 @1-1.5%, period @ 5.5%, period @ 18km/h	Treadmill	Treadmill		ASICS	Gel-1170	45.50	Europe										
2012-08-08		Weights	0	0.00	Meter	0:0:00	67.0	kg																												
2012-08-09	18:47	Run	Long	18.93	Kilometer	1:34:22.86	66.0	kg								Sunny				Work-cramond-home	Asphalt		ASICS	Gel-1170	45.50	Europe										
2012-08-10		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-10		Run	Default	5.30	Kilometer	0:0:00	66.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-08-10		Spinning	Default	5.00	Kilometer	0:10:30	66.0	kg											10																	
2012-08-12		Run	Easy	1.00	Kilometer	0:0:00	66.0	kg												warmup etc.			New Balance	901	10.50	UK										
2012-08-12	10:29	Run	Race	10.00	Kilometer	0:36:32										Sunny,Windy				Forth Bridge 10k	Asphalt		New Balance	901	10.50	UK			5	326						
2012-08-13		Run	Easy	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-08-13		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-13		Run	Easy	3.50	Kilometer	0:0:00	66.0	kg												Meadowbank-home	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-08-14		Run	Default	13.00	Kilometer	0:0:00														Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home	ASICS	Gel-1170	45.50	Europe										
2012-08-15		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-15		Run	Default	5.00	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-08-15		Run	Tempo	4.00	Kilometer	0:0:00													12.5, 18, 15, 13.5	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-08-16		Run	Default	16.10	Kilometer	0:0:00													To Musselburgh boundary	Home via portabello prom	Asphalt,Concrete	Work - end of promenade - home														
2012-08-17		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-17		Run	Easy	5.00	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	45.50	Europe										
2012-08-17		Run	Easy	2.00	Kilometer	0:0:00														Treadmill	Treadmill		ASICS	Gel-1170	45.50	Europe										
2012-08-20		Run	Easy	7.60	Kilometer	0:0:00														Meadowbank-home via portobello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-08-21		Run	Easy	2.00	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	45.50	Europe										
2012-08-21		Run	Easy	4.90	Kilometer	0:0:00	66.0	kg												Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	45.50	Europe										
2012-08-21		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-22		Run	Default	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1160	11.00	UK										
2012-08-23		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-23		Run	Default	9.80	Kilometer	0:0:00	66.0	kg											To & from gym	Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	45.50	Europe										
2012-08-24	14:52	Run	Long	34.20	Kilometer	2:37:01.13	66.0	kg											Paths & wol, turned around at bridge after juniper green.<br>Finished strong, last couple k to 32 around 4:10, warmdown back from 32 (but attempted jog tending to 4:30 pace on flat paths).	Water of leith			ASICS	Gel-1170	45.50	Europe										
2012-08-27		Run	Default	4.90	Kilometer	0:0:00	66.0	kg											to gym	Work-home via wol	Asphalt,Concrete		ASICS	Gel-1170	45.50	Europe										
2012-08-27		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-27		Run	Default	9.60	Kilometer	0:0:00	66.0	kg											gym-home	Home via portabello	Asphalt		ASICS	Gel-1170	45.50	Europe										
2012-08-28		Run	Easy	9.60	Kilometer	0:0:00														Home via portabello	Asphalt		ASICS	Gel-1170	45.50	Europe										
2012-08-29		Run	Default	4.90	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		ASICS	Gel-1160	11.00	UK										
2012-08-29		Run	Default	2.00	Kilometer	0:0:00													??	Treadmill	Treadmill		ASICS	Gel-1160	11.00	UK										
2012-08-29		Weights	0	0.00	Meter	0:0:00	66.0	kg																												
2012-08-30		Run	Easy	4.90	Kilometer	0:0:00														Work-home via wol	Asphalt,Concrete		New Balance	880	11.00	UK										
2012-08-31		Run	Tempo	5.10	Kilometer	0:0:00	66.0	kg												Treadmill	Treadmill		ASICS	Gel-1170	45.50	Europe										
